Id,age_days,age_months,open_year,open_month,open_day,open_week,city_freq,city_group_Other,type_IL,type_Other,region_Black Sea,region_Central Anatolia,region_Eastern Anatolia,region_Marmara,region_Mediterranean,region_Southeastern Anatolia,latitude,longitude,area_km2,city_center_elevation_m,population,population_density,population_growth_rate,district_count,gdp_try,gdp_per_capita_try,gdp_per_capita_usd,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,all_zero,revenue,log_revenue
71,2948,96,2006,12,6,49,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,12,7.5,6.0,6.0,2,10,10,10,10,10,4,10,7.5,9,8,12,3,12,10,9,6,3,5,8,8,10.0,10.0,10.0,7.5,5,6,10,6,18,12,12,6,0,4136425.0,15.23534268793223
72,1975,64,2009,8,5,32,0.06569343065693431,False,True,False,False,False,False,False,False,False,38.4244,27.1322,11891,2,4504185,376,0.24,30,2499932010992,556376,16949,3,5.0,4.0,4.0,2,2,5,3,4,5,5,4,5.0,3,2,3,1,4,4,5,5,3,5,5,2,5.0,3.0,5.0,1.0,4,3,3,2,3,4,3,1,0,2525375.0,14.74190052049656
73,1185,38,2011,10,4,40,0.1386861313868613,False,False,False,False,True,False,False,False,False,39.9199,32.8543,25632,938,5910320,231,0.79,25,4625907830091,788859,24031,4,5.0,4.0,5.0,2,2,5,3,4,5,5,4,5.0,0,0,0,0,0,5,5,5,5,5,0,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,1,3347767.0,15.023804413088934
74,1127,37,2011,12,1,48,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,12,7.5,6.0,6.0,2,8,10,8,8,8,8,8,6.0,12,10,12,9,9,20,15,6,4,25,10,8,10.0,2.5,12.5,2.5,20,9,15,4,12,12,12,4,0,5500818.0,15.52040754820775
75,3365,110,2005,10,15,41,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,5,5.0,4.0,5.0,1,4,5,3,4,4,5,3,4.0,0,0,0,0,0,5,5,5,5,4,0,0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,1,16549064.0,16.62184016272314
76,2228,73,2008,11,25,48,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,2,2.0,4.0,4.0,2,2,5,5,5,5,2,5,5.0,0,0,0,0,0,3,4,1,2,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,4590423.0,15.339482952498114
77,433,14,2013,10,25,43,0.1386861313868613,False,False,False,False,True,False,False,False,False,39.9199,32.8543,25632,938,5910320,231,0.79,25,4625907830091,788859,24031,3,5.0,3.0,5.0,3,4,5,4,4,4,5,4,4.0,0,0,0,0,0,5,5,1,3,1,0,0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,1,1904842.0,14.459910148448499
78,824,27,2012,9,29,39,0.1386861313868613,False,True,False,False,True,False,False,False,False,39.9199,32.8543,25632,938,5910320,231,0.79,25,4625907830091,788859,24031,9,7.5,6.0,7.5,8,6,10,10,8,8,4,6,6.0,3,2,9,3,12,25,12,6,2,10,4,4,5.0,2.5,7.5,2.5,20,9,20,4,18,12,12,2,0,3871344.0,15.169112549845753
79,1802,59,2010,1,25,4,0.021897810218978103,True,True,False,False,False,False,False,True,False,37.00167,35.32889,13844,23,2283609,165,0.14,15,800406554804,350981,10692,4,5.0,4.0,3.0,1,3,5,5,5,5,1,5,5.0,2,2,4,2,4,3,3,1,4,4,3,3,3.0,2.0,2.0,3.0,4,5,5,3,3,4,4,3,0,6313221.0,15.658156722262913
80,1903,62,2009,10,16,42,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,4,5.0,4.0,5.0,1,3,5,5,5,5,2,5,5.0,0,0,0,0,0,3,5,2,5,3,0,0,0.0,0.0,5.0,1.0,0,0,0,0,0,0,0,0,1,3727364.0,15.131212107661344
81,3303,108,2005,12,16,50,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,2,4.0,4.0,4.0,1,3,5,4,5,5,3,5,5.0,0,0,0,0,0,2,4,2,2,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,4066618.0,15.218322499655205
82,1773,58,2010,2,23,8,0.0072992700729927005,True,False,False,True,False,False,False,False,False,41.20488,32.62768,4142,301,249614,60,-0.34,6,92623007230,369785,11265,2,2.0,4.0,3.0,2,1,5,4,5,5,5,5,5.0,0,0,0,0,0,5,4,2,2,2,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,3807496.0,15.152482575832561
83,5986,196,1998,8,12,33,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,2,4.0,4.0,4.0,2,5,5,4,5,4,3,5,4.0,4,4,5,5,5,2,4,1,2,1,5,5,5.0,1.0,2.0,3.0,5,5,5,3,4,4,5,3,0,5966193.0,15.601619761127877
84,1910,62,2009,10,9,41,0.06569343065693431,False,True,False,False,False,False,False,False,False,38.4244,27.1322,11891,2,4504185,376,0.24,30,2499932010992,556376,16949,4,4.0,5.0,3.0,1,3,5,5,5,5,2,5,5.0,3,2,4,1,4,1,3,2,2,3,3,2,3.0,5.0,2.0,3.0,4,3,3,2,4,4,3,1,0,4250553.0,15.262559885346569
85,5473,179,2000,1,7,1,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,3,5.0,4.0,4.0,2,5,5,4,5,4,3,5,4.0,0,0,0,0,0,1,4,1,1,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,7495092.0,15.829759097714035
86,1255,41,2011,7,26,30,0.0364963503649635,True,False,False,False,False,False,True,False,False,40.1972,29.0622,10813,155,3263011,302,0.75,17,1596237085368,492876,15014,3,3.0,4.0,4.0,2,2,5,4,5,5,3,5,5.0,0,0,0,0,0,3,5,1,3,2,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,3351383.0,15.024883952813118
87,2516,82,2008,2,11,7,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,5,5.0,4.0,4.0,1,3,5,5,4,4,2,4,4.0,0,0,0,0,0,5,5,3,4,2,0,0,0.0,0.0,5.0,2.0,0,0,0,0,0,0,0,0,1,5906596.0,15.59158041982115
88,540,17,2013,7,10,28,0.029197080291970802,True,False,False,False,False,False,False,True,False,36.90812,30.69556,20177,61,2777677,138,2.02,19,1528267565187,561429,17103,1,2.0,5.0,4.0,1,2,1,4,5,5,3,5,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,1,2025297.0,14.52122740818956
89,2061,67,2009,5,11,20,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,1,1.0,4.0,3.0,1,2,1,5,5,5,1,5,5.0,1,1,1,1,1,2,1,1,1,1,1,1,1.0,5.0,1.0,3.0,5,4,4,3,3,4,2,3,0,2364478.0,14.67606825965636
90,511,16,2013,8,8,32,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,12,7.5,6.0,6.0,2,8,10,10,8,8,4,8,6.0,0,0,0,0,0,15,9,3,3,5,0,0,0.0,0.0,5.0,7.5,0,0,0,0,0,0,0,0,1,3426169.0,15.046953577183888
91,2752,90,2007,6,20,25,0.0364963503649635,True,True,False,False,False,False,True,False,False,40.1972,29.0622,10813,155,3263011,302,0.75,17,1596237085368,492876,15014,3,5.0,4.0,4.0,1,2,5,5,5,5,1,5,5.0,0,0,0,0,0,3,2,1,2,2,0,0,0.0,0.0,1.0,3.0,0,0,0,0,0,0,0,0,1,2083447.0,14.54953477152983
92,4444,146,2002,11,1,44,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,12,7.5,7.5,6.0,2,10,10,8,8,10,8,8,7.5,0,0,0,0,0,25,15,6,3,25,0,0,0.0,0.0,10.0,7.5,0,0,0,0,0,0,0,0,1,6782425.0,15.729845413024448
93,809,26,2012,10,14,41,0.021897810218978103,True,True,False,False,False,False,True,False,False,40.9778,27.5183,6190,37,1208441,195,1.79,11,717314146612,604226,18406,3,4.0,4.0,4.0,1,2,5,4,4,5,4,4,5.0,5,5,3,2,4,3,5,1,3,1,2,2,2.0,1.0,2.0,2.0,3,1,4,3,4,5,5,3,0,3410878.0,15.042480587303393
94,1242,40,2011,8,8,32,0.0364963503649635,True,False,False,True,False,False,False,False,False,41.2903,36.3336,9725,4,1392403,143,0.73,17,510670430040,369415,11253,2,3.0,4.0,4.0,2,2,5,5,5,5,1,5,5.0,3,2,4,1,3,3,2,1,2,1,5,1,2.0,5.0,1.0,3.0,4,4,3,4,4,4,3,5,0,3753720.0,15.138258172642109
95,937,30,2012,6,8,23,0.0364963503649635,True,False,False,True,False,False,False,False,False,41.2903,36.3336,9725,4,1392403,143,0.73,17,510670430040,369415,11253,2,4.0,4.0,4.0,2,2,5,5,5,5,2,5,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,1.0,3.0,0,0,0,0,0,0,0,0,1,1270499.0,14.054921081742355
96,1131,37,2011,11,27,47,0.021897810218978103,True,False,False,False,False,False,False,False,True,37.9136,40.2172,15168,675,1852356,122,1.02,17,449296588416,245024,7464,4,5.0,2.0,4.0,2,2,5,4,4,4,3,4,4.0,0,0,0,0,0,3,2,1,2,3,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,1,6412623.0,15.673779105506169
97,2166,71,2009,1,26,5,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,3,5.0,4.0,4.0,1,4,5,4,5,4,4,5,4.0,0,0,0,0,0,4,5,2,4,5,0,0,0.0,0.0,5.0,1.0,0,0,0,0,0,0,0,0,1,6694797.0,15.716841364882255
98,1392,45,2011,3,11,10,0.0072992700729927005,True,False,False,False,False,False,False,False,False,37.84,29.07,12134,354,1060975,87,-0.04,19,436272304066,411046,12522,3,4.0,4.0,4.0,1,2,5,2,4,5,5,4,5.0,0,0,0,0,0,3,5,1,3,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,2344689.0,14.667663754961787
99,5493,180,1999,12,18,50,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,4,5.0,4.0,4.0,2,4,5,4,4,4,5,3,4.0,5,5,5,5,5,5,5,5,3,1,5,5,5.0,1.0,5.0,1.0,5,5,4,2,5,5,5,3,0,13575224.0,16.42375699823255
100,2659,87,2007,9,21,38,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,3,5.0,4.0,4.0,2,5,5,5,5,5,2,5,5.0,0,0,0,0,0,4,5,2,2,1,0,0,0.0,0.0,4.0,3.0,0,0,0,0,0,0,0,0,1,9652350.0,16.08271207058595
101,844,27,2012,9,9,36,0.0072992700729927005,True,True,False,False,False,False,True,False,False,39.6472,27.8881,14583,70,1284517,88,0.66,20,586639196544,459714,14004,3,4.0,5.0,4.0,2,2,5,4,5,5,4,5,5.0,5,4,5,5,4,5,5,4,2,5,1,1,1.0,0.0,2.0,3.0,5,5,5,5,4,5,5,4,0,4758476.0,15.375438217026932
102,3764,123,2004,9,11,37,0.021897810218978103,True,False,False,False,False,False,False,False,True,37.9136,40.2172,15168,675,1852356,122,1.02,17,449296588416,245024,7464,4,5.0,2.0,5.0,2,2,5,4,4,4,3,4,4.0,0,0,0,0,0,4,4,1,2,3,0,0,0.0,0.0,1.0,3.0,0,0,0,0,0,0,0,0,1,2738052.0,14.822757641838216
103,1122,36,2011,12,6,49,0.021897810218978103,True,False,False,False,False,False,True,False,False,40.9778,27.5183,6190,37,1208441,195,1.79,11,717314146612,604226,18406,2,4.0,4.0,4.0,1,2,5,5,5,5,2,5,5.0,0,0,0,0,0,2,3,1,2,1,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,1,4429512.0,15.303800203698414
104,2901,95,2007,1,22,4,0.021897810218978103,True,True,False,False,False,False,False,True,False,37.00167,35.32889,13844,23,2283609,165,0.14,15,800406554804,350981,10692,4,5.0,4.0,3.0,1,3,5,5,5,5,2,5,5.0,1,2,2,1,3,2,5,1,3,4,1,1,4.0,3.0,2.0,3.0,5,5,3,3,5,4,3,2,0,4467728.0,15.31239078379547
105,2483,81,2008,3,15,11,0.014598540145985401,True,False,False,False,False,False,False,False,False,37.8481,27.8453,8116,56,1172107,144,0.53,17,451542907211,387277,11798,1,2.0,5.0,3.0,1,2,1,5,5,5,1,5,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,1,2792031.0,14.842280204116772
106,2391,78,2008,6,15,24,0.029197080291970802,True,False,False,False,False,False,False,True,False,36.90812,30.69556,20177,61,2777677,138,2.02,19,1528267565187,561429,17103,3,3.0,6.0,6.0,4,2,2,8,10,10,6,10,7.5,0,0,0,0,0,5,3,3,1,5,0,0,0.0,0.0,2.5,7.5,0,0,0,0,0,0,0,0,1,4888774.0,15.402452318820426
107,1341,44,2011,5,1,17,0.0364963503649635,True,True,False,True,False,False,False,False,False,41.2903,36.3336,9725,4,1392403,143,0.73,17,510670430040,369415,11253,4,4.0,4.0,4.0,1,2,5,4,5,5,3,5,5.0,3,5,5,3,4,5,5,3,3,5,2,2,2.0,3.0,3.0,1.0,5,5,5,3,4,4,4,3,0,3248660.0,14.993753469410601
108,906,29,2012,7,9,28,0.014598540145985401,True,False,False,False,False,False,False,False,False,37.217,28.367,12655,660,1099547,87,1.63,13,569660314451,526553,16040,1,2.0,5.0,4.0,1,2,1,5,4,4,2,4,3.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,3570392.0,15.088186231730633
109,2686,88,2007,8,25,34,0.1386861313868613,False,False,False,False,True,False,False,False,False,39.9199,32.8543,25632,938,5910320,231,0.79,25,4625907830091,788859,24031,2,4.0,3.0,5.0,4,5,5,4,4,4,5,4,4.0,0,0,0,0,0,1,2,1,1,1,0,0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,1,4219263.0,15.255171263218486
110,827,27,2012,9,26,39,0.0072992700729927005,True,True,False,True,False,False,False,False,False,40.6524,35.8288,5628,412,342242,61,-0.04,7,118591522128,346376,10552,6,3.0,6.0,6.0,4,4,10,8,10,10,6,10,7.5,9,8,12,3,12,10,12,6,1,10,2,2,2.5,2.5,5.0,7.5,15,3,15,6,18,12,16,6,0,2954086.0,14.898700193230836
111,874,28,2012,8,10,32,0.0072992700729927005,True,False,False,False,False,False,False,False,False,39.4242,29.9833,11634,970,570478,49,-0.11,13,232162052574,406533,12384,2,3.0,4.0,4.0,2,1,5,5,5,5,1,5,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,2993069.0,14.911810174466455
112,6137,201,1998,3,14,11,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,4,5.0,5.0,4.0,1,5,5,5,4,4,2,4,4.0,3,4,2,1,4,2,3,2,2,1,3,3,4.0,5.0,3.0,3.0,3,2,1,2,2,1,3,3,0,3784230.0,15.146353253802271
113,2945,96,2006,12,9,49,0.021897810218978103,True,False,False,False,False,False,True,False,False,40.9778,27.5183,6190,37,1208441,195,1.79,11,717314146612,604226,18406,3,4.0,4.0,4.0,1,2,5,5,5,5,2,5,5.0,0,0,0,0,0,2,3,1,2,1,0,0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0,1,2097022.0,14.556029277873503
114,2217,72,2008,12,6,49,0.021897810218978103,True,True,False,False,True,False,False,False,False,39.7714,30.5183,13960,792,927956,66,0.69,14,489232539420,530834,16171,4,5.0,5.0,4.0,2,2,5,4,5,5,3,5,5.0,3,4,3,1,3,5,5,4,5,5,3,3,3.0,2.0,4.0,1.0,5,3,3,2,3,4,3,1,0,4155435.0,15.2399279145812
115,972,31,2012,5,4,18,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,6,4.5,6.0,6.0,4,8,10,10,10,10,4,10,7.5,6,4,12,6,12,5,9,3,2,5,8,8,10.0,12.5,5.0,7.5,25,15,25,4,18,12,16,8,0,4882985.0,15.401267475949783
116,1007,33,2012,3,30,13,0.06569343065693431,False,False,False,False,False,False,False,False,False,38.4244,27.1322,11891,2,4504185,376,0.24,30,2499932010992,556376,16949,2,4.0,4.0,4.0,2,2,5,4,4,5,3,4,5.0,0,0,0,0,0,2,2,1,1,1,0,0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,1,8894598.0,16.000954796559405
117,3292,108,2005,12,27,52,0.1386861313868613,False,True,False,False,True,False,False,False,False,39.9199,32.8543,25632,938,5910320,231,0.79,25,4625907830091,788859,24031,3,5.0,4.0,5.0,3,3,5,4,4,5,4,2,5.0,1,3,3,1,4,5,5,4,2,2,1,1,1.0,1.0,3.0,1.0,3,3,3,2,3,4,3,1,0,2018785.0,14.51800689861144
118,1833,60,2009,12,25,52,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,12,7.5,7.5,4.5,2,10,10,10,10,10,4,10,7.5,3,4,9,3,3,10,15,3,4,5,6,4,7.5,5.0,10.0,5.0,25,6,10,4,18,12,12,2,0,1847826.0,14.42952091208302
119,363,11,2014,1,3,1,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,4,5.0,4.0,4.0,2,3,5,5,5,5,1,5,5.0,0,0,0,0,0,2,2,2,1,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,3780019.0,15.145239858587065
120,1232,40,2011,8,18,33,0.014598540145985401,True,False,False,False,False,False,False,False,False,37.8481,27.8453,8116,56,1172107,144,0.53,17,451542907211,387277,11798,2,3.0,4.0,4.0,2,2,5,4,5,5,3,5,5.0,0,0,0,0,0,5,4,2,2,3,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,4067566.0,15.218555589974086
121,3701,121,2004,11,13,46,0.06569343065693431,False,False,False,False,False,False,False,False,False,38.4244,27.1322,11891,2,4504185,376,0.24,30,2499932010992,556376,16949,2,4.0,4.0,4.0,2,3,5,5,5,4,2,5,4.0,0,0,0,0,0,2,2,1,1,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,3445076.0,15.052456813413784
122,6475,212,1997,4,10,15,0.36496350364963503,False,True,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,12,7.5,6.0,7.5,2,8,10,8,8,8,10,6,6.0,15,8,12,6,9,25,15,9,5,15,6,10,10.0,5.0,12.5,2.5,25,15,25,6,18,3,16,6,0,4286645.0,15.27101516694316
123,1153,37,2011,11,5,44,0.0072992700729927005,True,False,False,True,False,False,False,False,False,40.67917,31.55833,8313,725,327173,39,0.23,9,178975603653,548317,16703,1,1.0,4.0,3.0,1,1,1,4,5,5,3,5,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,4263629.0,15.26563146807971
124,3423,112,2005,8,18,33,0.1386861313868613,False,False,True,False,True,False,False,False,False,39.9199,32.8543,25632,938,5910320,231,0.79,25,4625907830091,788859,24031,1,3.0,0.0,5.0,5,5,1,5,5,5,2,5,5.0,0,0,0,0,0,1,2,2,1,2,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,3810007.0,15.153141846838212
125,1583,52,2010,9,1,35,0.014598540145985401,True,True,False,True,False,False,False,False,False,41.005,39.7225,4628,33,823323,178,0.13,18,284479929630,345969,10539,9,6.0,6.0,6.0,4,6,10,6,8,10,10,8,7.5,9,10,15,3,12,15,15,9,2,25,6,4,7.5,2.5,5.0,7.5,20,9,15,4,24,12,16,2,0,4780607.0,15.38007829303155
126,2356,77,2008,7,20,29,0.0072992700729927005,True,True,False,False,False,False,False,True,False,37.76472,30.55667,8946,1035,445303,50,-0.25,13,173307580434,388226,11826,3,3.0,4.0,4.0,2,2,5,4,5,5,3,5,5.0,1,5,4,2,4,5,5,2,1,4,3,3,3.0,2.0,2.0,3.0,5,5,5,4,2,5,3,2,0,4015749.0,15.205734687420012
127,2673,87,2007,9,7,36,0.0364963503649635,True,False,False,False,False,False,True,False,False,40.1972,29.0622,10813,155,3263011,302,0.75,17,1596237085368,492876,15014,3,4.0,4.0,4.0,2,2,5,5,5,5,1,5,5.0,0,0,0,0,0,3,2,1,2,1,0,0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,1,7592272.0,15.842641577529504
128,1175,38,2011,10,14,41,0.1386861313868613,False,False,False,False,True,False,False,False,False,39.9199,32.8543,25632,938,5910320,231,0.79,25,4625907830091,788859,24031,2,4.0,4.0,4.0,1,2,5,5,5,5,1,5,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,1,2383840.0,14.68422361031232
129,2884,94,2007,2,8,6,0.021897810218978103,True,False,False,False,True,False,False,False,False,39.7714,30.5183,13960,792,927956,66,0.69,14,489232539420,530834,16171,4,5.0,5.0,4.0,2,2,5,4,5,5,3,5,5.0,0,0,0,0,0,5,5,4,5,5,0,0,0.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,1,3939804.0,15.186641787663541
130,1160,38,2011,10,29,43,0.0072992700729927005,True,False,False,False,False,False,False,True,False,37.075,36.25,3320,121,564123,170,0.55,7,177383923638,316158,9631,3,4.0,3.0,4.0,2,1,5,5,5,5,2,5,5.0,0,0,0,0,0,3,1,1,1,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,3376145.0,15.032245380208382
131,4439,145,2002,11,6,45,0.1386861313868613,False,False,False,False,True,False,False,False,False,39.9199,32.8543,25632,938,5910320,231,0.79,25,4625907830091,788859,24031,3,4.0,4.0,5.0,3,4,5,4,4,4,5,4,4.0,0,0,0,0,0,4,5,1,2,1,0,0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,1,3199619.0,14.978542610718616
132,2381,78,2008,6,25,26,0.014598540145985401,True,False,False,True,False,False,False,False,False,41.005,39.7225,4628,33,823323,178,0.13,18,284479929630,345969,10539,2,3.0,3.0,5.0,4,2,4,4,4,4,4,4,4.0,0,0,0,0,0,4,3,2,1,1,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,5787594.0,15.571227391928732
133,3003,98,2006,10,12,41,0.06569343065693431,False,False,False,False,False,False,False,False,False,38.4244,27.1322,11891,2,4504185,376,0.24,30,2499932010992,556376,16949,4,5.0,4.0,4.0,2,3,5,4,4,5,5,4,5.0,0,0,0,0,0,3,2,2,1,1,0,0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,1,9262754.0,16.0415120785719
134,3099,101,2006,7,8,27,0.021897810218978103,True,False,False,False,True,False,False,False,False,38.7205,35.4826,16969,1054,1458991,86,0.45,16,586262884830,403635,12296,3,4.0,4.0,4.0,2,3,5,5,5,5,1,5,5.0,0,0,0,0,0,2,3,1,2,2,0,0,0.0,0.0,2.0,3.0,0,0,0,0,0,0,0,0,1,2544857.0,14.749585410732324
135,1525,50,2010,10,29,43,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,4,5.0,4.0,5.0,2,2,5,5,5,5,2,5,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,1,7217634.0,15.792037894881881
136,1948,64,2009,9,1,36,0.36496350364963503,False,False,False,False,False,False,True,False,False,41.0136,28.955,5461,39,15754053,2885,0.33,39,12603189175738,802669,24452,4,5.0,3.0,5.0,2,2,5,4,4,5,4,4,5.0,0,0,0,0,0,2,1,1,1,1,0,0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0,1,6363241.0,15.666048553866382
